#,Name,%Complete,AvgTime,Std,NoObs
0,Navforest_1,95.0,507.53684210526313,60.68777914371329,413.0
1,Follow the Forest Gap,96.0,434.5520833333333,51.14702455333763,373.0
2,Oracle Path Follower,90.0,378.93333333333334,13.413757448563356,372.0
3,ModForest_1,75.0,490.88,71.06859784743189,473.0
