#,Name,%Complete,AvgTime,Std,NoObs
0,Follow the Forest Gap,98.0,434.96938775510205,48.49478282093494,373.0
1,Oracle Path Follower,87.0,386.67816091954023,28.65309525831635,372.0
2,ModForest_1,61.0,497.3114754098361,63.27005377254348,380.0
