#,Name,%Complete,AvgTime,Std,NoObs
0,Navforest_1,0.0,0.0,0.0,154.0
1,Follow the Forest Gap,100.0,410.6,24.270146270675834,373.0
2,Oracle Path Follower,100.0,375.0,3.0983866769659336,372.0
3,ModForest_1,0.0,0.0,0.0,515.0
